No. of pkts,No. of Bytes,Iat,Duration,Label
5,1239,0.060939,0.243225,normal
11,3063,0.061752,0.553568,normal
6,2009,0.05991,0.241366,normal
17,6485,0.060887,16.846057,normal
6,3402,0.054924,0.222311,normal
5,1023,0.060712,0.240751,normal
5,756,0.059216,0.119087,normal
10,3967,0.056134,45.957741,normal
5,1220,0.059151,0.23685,normal
18,8910,0.07047,42.905272,normal
25,17748,0.05957,1.17373,normal
10,4093,0.060156,15.989867,normal
17,6237,0.055521,1.13331,normal
12,10532,0.056337,0.590514,normal
16,7438,0.057023,21.319553,normal
199,73008,0.057613,42.714746,normal
26,16567,0.059431,37.30355,normal
7,3796,0.055001,0.221781,normal
6,2896,0.059857,0.240356,normal
6,2402,0.055712,0.222904,normal
11,3551,0.058246,0.524055,normal
6,2874,0.054314,0.218706,normal
6,2163,0.060407,0.241618,normal
11,3958,0.0562,15.069384,normal
5,756,0.055387,0.111201,normal
6,2038,0.060113,0.241663,normal
5,910,0.055823,0.222786,normal
6,2890,0.061118,0.248629,normal
12,11118,7E-06,0.22099,normal
5,1023,0.05565,0.396132,normal
6,2878,0.058574,0.235396,normal
6,3338,0.055549,0.224184,normal
5,1043,0.060516,0.241417,normal
3,1909,0.055657,0.055659,normal
14,10874,0.000992,0.175659,normal
60,17946,0.060357,19.455653,normal
5,2602,0.06117,0.245285,normal
27,28539,0.000239,1.827592,normal
5,2698,0.062729,0.249196,normal
56,62470,5E-06,2.586032,normal
41,25542,0.060977,42.94153,normal
5,2858,0.055221,0.221645,normal
36,18524,0.05734,38.046751,normal
6,2036,0.060403,0.241754,normal
327,254383,0.000322,32.654868,normal
10,1603,0.060151,3.792412,normal
91,86986,2.9E-05,31.818625,normal
18,10430,0.055458,6.939853,normal
20,5480,0.058412,40.203779,normal
263,95165,0.056375,37.596315,normal
8,5534,0.060805,17.609013,normal
7,2632,0.060496,0.364274,normal
20,19740,0.050545,25.906141,normal
6,4875,0.054325,0.166073,normal
26,29870,1.9E-05,0.462939,normal
25,22115,0.012167,10.920679,normal
13,12788,0.060104,0.477243,normal
10,1969,0.059888,0.526982,normal
34,14230,0.059635,13.981714,normal
18,15406,0.004482,0.339337,normal
6,4439,0.165362,0.499733,normal
51,54953,6E-06,31.743285,normal
26,18210,0.000279,6.970607,normal
7,2772,0.169782,1.016622,normal
53,65847,5E-06,2.270031,normal
5,2778,0.151721,0.698162,normal
26,20760,0.000484,17.785273,normal
2,1656,0.1594,0.1594,normal
15,15173,9E-06,0.794535,normal
9,2598,0.170725,10.523361,normal
6,2874,0.059003,0.238762,normal
5,1983,0.056675,0.225788,normal
11,3025,0.061562,0.558723,normal
11,3082,0.059333,0.534845,normal
6,1993,0.060966,0.245367,normal
10,4140,0.060005,26.343149,normal
6,2549,0.054116,0.217698,normal
5,1023,0.059621,0.236848,normal
7,3764,0.060725,0.365219,normal
6,2970,0.056143,0.226806,normal
5,1275,0.061232,0.244533,normal
6,2047,0.059681,0.239553,normal
16,4671,0.061465,0.863812,normal
5,1285,0.055861,0.222751,normal
16,5352,0.05654,15.109733,normal
10,3879,0.05987,12.04608,normal
5,1023,0.055806,0.222797,normal
8,7394,5E-06,0.690352,normal
6,2016,0.055585,0.221851,normal
5,1429,0.060857,0.242995,normal
6,3058,0.058823,0.236055,normal
5,1023,0.059664,0.237807,normal
5,2858,0.059921,0.241002,normal
6,2041,0.054904,0.220143,normal
6,2049,0.055099,0.220762,normal
5,1023,0.057485,0.227895,normal
6,2048,0.059421,0.23817,normal
5,2682,0.056222,0.224279,normal
6,2874,0.060765,0.244807,normal
11,4211,0.059193,22.057895,normal
6,2890,0.054227,0.21951,normal
12,6288,0.05657,17.487636,normal
5,1023,0.060501,0.37734,normal
5,2858,0.061525,0.246602,normal
5,1023,0.055773,0.222852,normal
11,3929,0.060897,39.527453,normal
6,1991,0.061367,0.246417,normal
6,2874,0.060519,0.244123,normal
6,2557,0.056,0.224314,normal
6,3386,0.058598,0.236929,normal
17,7016,0.055882,13.340016,normal
11,3546,0.058656,0.525003,normal
11,4201,0.056857,2.614461,normal
13,11420,1.6E-05,0.222888,normal
6,2922,0.059552,0.240466,normal
7,3488,0.060137,0.242164,normal
5,1023,0.056142,0.222221,normal
6,2906,0.056042,0.278508,normal
6,1725,0.000282,0.120408,normal
6,3194,0.060143,0.242289,normal
10,8023,1.4E-05,0.223792,normal
5,1293,0.059411,0.237044,normal
5,1288,0.055304,0.220896,normal
6,2015,0.055846,0.224509,normal
6,3130,0.055397,0.223136,normal
6,2874,0.0599,0.241024,normal
5,1281,0.060423,0.242259,normal
5,1109,0.06083,0.242415,normal
10,2260,0.055403,0.496742,normal
6,2039,0.055858,0.223575,normal
5,1077,0.060336,0.121095,normal
7,3325,0.056793,16.10492,normal
6,2890,0.056943,0.230393,normal
6,3322,0.062014,0.249009,normal
5,1016,0.060182,0.120859,normal
5,1023,0.055831,0.223053,normal
5,1023,0.055883,0.221505,normal
6,2621,0.060187,0.240159,normal
11,3550,0.055858,0.505024,normal
5,1023,0.061684,0.244636,normal
6,2906,0.055883,0.226199,normal
6,2053,0.059384,0.238384,normal
6,2524,0.059748,0.240161,normal
6,2199,0.060719,0.242124,normal
11,3688,0.05485,0.784568,normal
10,2313,0.05988,0.532515,normal
10,3422,0.060521,7.331144,normal
5,1296,0.060681,0.241532,normal
6,2008,0.056471,0.231736,normal
6,3210,0.061094,0.246337,normal
6,2874,0.056082,0.22602,normal
17,6704,0.059453,26.131255,normal
5,1023,0.056108,0.224289,normal
6,2014,0.060639,0.24242,normal
5,1109,0.059938,0.239239,normal
5,1023,0.060425,0.240412,normal
6,2362,0.061346,0.245438,normal
12,5536,0.057336,14.774564,normal
11,4041,0.060115,16.903996,normal
5,1979,0.060319,0.241543,normal
70,87983,5E-06,0.899872,normal
10,9811,0.002525,0.170201,normal
6,2524,0.055318,0.222588,normal
12,5802,0.056267,17.852688,normal
6,3066,0.05525,0.223454,normal
6,2906,0.058857,0.239204,normal
5,2794,0.054436,0.218771,normal
12,5156,0.058231,31.292502,normal
11,3545,0.058517,0.536824,normal
11,3757,0.060267,0.814257,normal
5,1023,0.061541,0.246405,normal
6,2890,0.054693,0.220995,normal
5,1023,0.05989,0.24,normal
6,2874,0.055149,0.222357,normal
6,2954,0.059377,0.238597,normal
5,1109,0.05986,0.238676,normal
6,2052,0.055417,0.22247,normal
6,2528,0.061213,0.249252,normal
5,1023,0.061871,0.245397,normal
5,1023,0.055757,0.222266,normal
11,3807,0.05839,0.829123,normal
6,2033,0.060923,0.244295,normal
5,1021,0.05653,0.22549,normal
6,3178,0.05514,0.222879,normal
6,2554,0.055812,0.229346,normal
5,1023,0.056425,0.223451,normal
6,3130,0.055854,0.223699,normal
10,2318,0.060981,0.550418,normal
10,3881,0.059824,38.016479,normal
10,2997,0.061693,0.542666,normal
6,2906,0.055352,0.222762,normal
5,1294,0.061464,0.319482,normal
11,3831,0.05822,0.526764,normal
5,2858,0.056065,0.22433,normal
6,2480,0.060696,0.243232,normal
12,10565,5E-06,0.247232,normal
6,2922,0.056589,0.229508,normal
6,2059,0.060824,0.247858,normal
5,1023,0.056804,0.226545,normal
6,2890,0.060232,0.24289,normal
11,3649,0.06069,0.844663,normal
6,2015,0.055415,0.221842,normal
6,2512,0.060821,0.243143,normal
11,3897,0.060908,12.237688,normal
6,3018,0.053977,0.217079,normal
6,2890,0.059283,0.239049,normal
94,115145,7E-06,1.739193,normal
11,3706,0.05977,0.822771,normal
6,2034,0.055084,0.221884,normal
5,1288,0.061452,0.246005,normal
5,1289,0.056075,0.22386,normal
21,11009,0.221566,38.304132,normal
14,5369,0.234631,36.051474,normal
8,4135,0.225557,1.362968,normal
5,2746,0.226112,0.901768,normal
5,2666,0.21966,0.876756,normal
88,114916,2.5E-05,3.914583,normal
8,3009,0.215144,1.442602,normal
5,2650,0.149873,0.601115,normal
23,10005,0.060069,23.803527,normal
45,18145,0.059774,27.865588,normal
6,3962,0.195694,0.783998,normal
32,7599,0.055727,29.225801,normal
99,36032,0.055501,27.589091,normal
2531,3071495,2E-05,45.661141,normal
10,4260,0.191055,4.926008,normal
5,2426,0.2182,0.974266,normal
21,10863,0.264918,24.547373,normal
2,1595,0.154988,0.154988,normal
6,2986,0.139741,0.561987,normal
5,2650,0.163839,0.65167,normal
5,2634,0.168198,0.669444,normal
6,3018,0.148723,0.671785,normal
78,40098,0.191633,44.034642,normal
28,13984,0.053596,43.682898,normal
5,2842,0.229956,0.91856,normal
4,1532,0.221035,1.165955,normal
17,17508,0.00041,1.014127,normal
5,1009,0.182489,0.72855,normal
2,373,0.147495,0.147495,normal
133,63853,0.14772,44.152051,normal
68,27092,0.148335,41.601575,normal
6,2552,0.143859,0.57789,normal
5,2506,0.156164,0.624945,normal
68,24565,0.145898,47.189294,normal
130,69179,0.143302,46.868344,normal
106,33692,0.148732,42.622432,normal
96,33896,0.144154,45.711257,normal
70,24551,0.150167,47.66718,normal
108,40284,0.145433,48.0933,normal
86,37347,0.143969,29.434475,normal
109,46252,0.146677,43.045575,normal
66,18708,0.14138,45.581803,normal
52,21218,0.150049,34.468469,normal
74,26861,0.149513,38.769674,normal
46,18137,0.148694,32.322368,normal
37,9882,0.159013,45.004344,normal
74,19843,0.147257,40.90358,normal
143,43433,0.142342,48.064264,normal
393,143335,0.070375,48.374375,normal
3,2085,0.174331,0.174333,normal
7,4211,0.174094,0.699587,normal
6,3050,0.183482,0.738431,normal
7,4650,0.165123,0.662263,normal
3,2154,0.161831,0.161832,normal
3,2284,0.173299,0.1733,normal
6,2561,0.172508,0.692696,normal
6,3184,0.170196,0.68272,normal
50,67109,6E-06,1.585057,normal
381,458338,1.9E-05,45.330875,normal
424,493972,2.3E-05,14.470254,normal
586,661968,0.000536,48.305046,normal
2093,2432046,2.3E-05,44.468051,normal
609,372238,0.026461,48.195267,normal
6,3386,0.157109,0.639761,normal
8,3797,0.164812,0.673773,normal
6,2938,0.180392,0.723208,normal
6,3098,0.142595,0.572484,normal
6,3194,0.147152,0.591533,normal
6,3162,0.154428,0.61938,normal
6,3242,0.150556,0.604256,normal
6,3130,0.147719,0.591664,normal
21,7555,0.146107,22.344468,normal
11,4644,0.158031,43.707215,normal
5,3289,0.001679,0.222644,normal
5,2682,0.164377,0.707448,normal
5,1642,0.150913,0.598903,normal
6,3146,0.147035,0.590077,normal
5,2762,0.160311,0.64057,normal
2,1819,0.16347,0.16347,normal
13,11508,0.169167,1.306329,normal
22,17989,0.000232,1.042057,normal
12,9539,0.000158,0.269673,normal
13,6527,0.054459,1.239544,normal
14,8105,0.054352,0.847867,normal
6,3642,0.054875,0.220223,normal
8,3400,0.151102,0.909772,normal
5,2602,0.159645,0.775545,normal
8,3232,0.169997,1.023149,normal
8,3373,0.164621,1.026206,normal
22,18967,0.155222,17.010724,normal
6,3946,1.4E-05,0.155915,normal
10,4492,0.185778,1.661681,normal
60,49379,0.000222,33.20259,normal
3,2005,0.182497,0.182498,normal
48,20101,0.162024,9.39548,normal
5,2666,0.056695,0.227061,normal
11,4372,0.061003,13.757166,normal
5,2698,0.060973,0.243616,normal
6,2954,0.054931,0.221031,normal
17,11080,0.055553,3.175987,normal
5,2730,0.061013,0.243572,normal
52,69095,5E-06,0.390363,normal
5,2714,0.05508,0.220679,normal
5,2730,0.056348,0.225606,normal
5,2698,0.055997,0.224897,normal
15,14933,0.000231,3.467884,normal
5,2858,0.056985,0.227458,normal
2,1709,0.055532,0.055532,normal
31,10118,0.056125,35.032079,normal
5,3060,0.054548,0.164864,normal
3,1960,0.060719,0.06072,normal
25,16619,0.055817,27.503777,normal
5,2826,0.05537,0.22228,normal
8,3894,0.059142,1.072928,normal
11,10103,0.000217,0.22952,normal
6,2938,0.060247,0.242928,normal
29,9437,0.055805,25.019182,normal
8,3652,0.06057,0.479319,normal
3,587,0.059124,0.11568,normal
5,2746,0.062157,0.606298,normal
14,4924,0.060781,0.894251,normal
11,10391,0.000268,0.224381,normal
15,14900,0.000241,0.42742,normal
5,2842,0.054823,0.220116,normal
25,23533,0.057561,3.336291,normal
6,2874,0.055667,0.225201,normal
7,4036,0.061026,0.366309,normal
12,6302,0.059155,7.982411,normal
8,3849,0.059855,6.175354,normal
7,2900,0.05649,0.339288,normal
5,2794,0.055145,0.221242,normal
2,1634,0.054795,0.054795,normal
9,4614,0.055855,0.473841,normal
10,5332,0.061238,37.906107,normal
6,2874,0.05547,0.224142,normal
22,11301,0.053454,1.572755,normal
5,2810,0.060774,0.242675,normal
3,2790,0.058873,0.058896,normal
50,22388,0.012731,4.407396,normal
5,2810,0.061132,0.244327,normal
15,9102,0.06085,6.461284,normal
8,5988,0.059478,0.361505,normal
6,2874,0.056225,0.226767,normal
6,2874,0.056885,0.229085,normal
14,13991,3E-06,0.44945,normal
21,24975,5E-06,0.275201,normal
21,24638,5E-06,0.295003,normal
7,2372,0.055491,0.332658,normal
5,3286,0.061025,0.184456,normal
22,8719,0.057304,32.009078,normal
19,22066,6E-06,0.242993,normal
16,8185,0.026555,0.333912,normal
42,21282,0.056021,11.592676,normal
16,10222,0.056374,39.062138,normal
4,1924,0.056522,0.170381,normal
5,3048,0.059519,0.179394,normal
11,4856,0.056787,8.472592,normal
5,2698,0.054329,0.217873,normal
27,11904,0.055411,10.574946,normal
8,3866,0.066398,36.098884,normal
8,4309,0.061435,24.059096,normal
8,4196,0.056264,0.340915,normal
22,8546,0.05985,30.182945,normal
10,6738,2E-05,0.619006,normal
2,1626,0.060618,0.060618,normal
9,3189,0.058024,0.24136,normal
6,2938,0.06102,0.245199,normal
2,2255,1E-06,1E-06,normal
5,2893,2.7E-05,0.05704,normal
15,5599,0.060369,1.940541,normal
8,5778,0.059505,0.302683,normal
6,2561,0.060841,0.24446,normal
18,6361,0.05992,11.383645,normal
11,6692,0.059958,0.482044,normal
6,2202,0.055581,0.225594,normal
5,3512,0.060286,0.182198,normal
6,2906,0.06052,0.243834,normal
14,14460,1.1E-05,0.305375,normal
13,14148,1.3E-05,0.396169,normal
6,2906,0.060404,0.242416,normal
6,2938,0.159379,0.639267,normal
7,2804,0.161302,0.968273,normal
6,3050,0.061954,0.250055,normal
18,9662,0.057001,14.4627,normal
5,2826,0.057023,0.229236,normal
11,10790,0.000224,0.224811,normal
5,2714,0.056804,0.228282,normal
6,2922,0.060465,0.244332,normal
13,14025,2E-05,0.238455,normal
6,2874,0.062251,0.288973,normal
17,13074,0.061422,4.100084,normal
21,25128,6E-06,0.312416,normal
24,11148,0.059197,17.705234,normal
224,115442,0.05607,48.248855,normal
5,946,0.055706,0.223426,normal
6,5137,0.055395,0.169857,normal
35,39712,6E-06,18.040067,normal
2,1642,0.05392,0.05392,normal
5,2730,0.057766,0.311052,normal
2,1646,0.058581,0.058581,normal
6,2562,0.056468,0.225403,normal
5,2134,0.054985,0.219221,normal
5,1674,0.057353,0.228998,normal
5,2875,1.6E-05,0.061015,normal
24,11763,0.057137,6.831944,normal
5,1413,0.056268,0.22595,normal
15,11846,0.060547,0.502957,normal
11,6709,0.060433,0.484476,normal
11,5034,0.0571,0.654937,normal
5,1674,0.060305,0.24133,normal
22,25346,4E-06,2.287924,normal
33,40385,5E-06,0.396033,normal
13,13983,1.5E-05,0.238984,normal
5,2877,1.5E-05,0.204461,normal
60,37330,0.055131,8.436589,normal
2,1530,0.060992,0.060992,normal
2,799,0.054598,0.054598,normal
5,2067,0.056882,0.227045,normal
4,1346,0.061329,0.185264,normal
68,69104,1.2E-05,41.285457,normal
8,4276,0.177765,1.175693,normal
12,5052,0.001275,10.480941,normal
2,378,0.054332,0.054332,normal
2,1745,0.053437,0.053437,normal
10,3678,0.001526,10.587543,normal
14,5401,0.088524,1.178823,normal
33,30502,0.100281,3.802551,normal
11,5935,0.060941,0.519311,normal
5,1674,0.059669,0.239809,normal
12,6936,0.061026,0.621254,normal
21,20883,1.6E-05,0.459762,normal
2,63,0.06058,0.06058,normal
242,316832,0.000126,43.758053,normal
30,19253,0.158887,39.167147,normal
6,2494,0.195797,0.982866,normal
30,37865,1.4E-05,0.583527,normal
35,44342,1.3E-05,0.906766,normal
78,102870,1.3E-05,8.109612,normal
136,173821,1.4E-05,16.535898,normal
37,17732,0.253778,29.323436,normal
3,2257,0.150289,0.150291,normal
15,17607,8E-06,0.661133,normal
3,2105,0.132639,0.132651,normal
3,2080,0.141492,0.141494,normal
40,10749,0.14965,31.805279,normal
16,4752,0.066158,30.981957,normal
13,6359,0.066419,0.964778,normal
3,2434,0.233921,0.233947,normal
16,17052,0.001964,42.133723,normal
59,61918,0.000173,2.325594,normal
81,85469,7E-05,2.665316,normal
79,82250,0.000189,1.279833,normal
57,57882,0.000208,1.596548,normal
80,85708,6.6E-05,1.436683,normal
57,58961,0.000186,1.969433,normal
117,123417,0.000216,1.889331,normal
43,46258,3.5E-05,2.026999,normal
61,65261,3.8E-05,1.518941,normal
38,38731,0.000208,1.660577,normal
156,223085,7E-06,1.865806,normal
9,6324,0.14272,0.863557,normal
6,2906,0.050902,0.206225,normal
10,5294,0.147181,1.180311,normal
8,4187,0.178165,0.717173,normal
75,81445,9E-06,23.226347,normal
59,72613,9E-06,27.669562,normal
4,1228,0.179877,1.032229,normal
6,2118,0.172069,0.687902,normal
9,3669,0.057357,0.513421,normal
7,2436,0.060598,0.364637,normal
75,24630,0.060084,43.557234,normal
26,25086,4E-06,0.525008,normal
5,2858,0.06163,0.246457,normal
35,11860,0.059575,41.371984,normal
5,2570,0.061023,0.245347,normal
6,2938,0.167796,0.672357,normal
27,26455,1.5E-05,0.673292,normal
5,3148,1.2E-05,0.061437,normal
5,1658,0.056349,0.222451,normal
6,3226,0.055415,0.223968,normal
6,3322,0.055333,0.398386,normal
3,587,0.062067,0.121659,normal
22,23835,0.000506,8.111851,normal
6,3242,0.060037,0.241808,normal
4,1357,0.06008,0.181418,normal
5,2810,0.05614,0.225377,normal
4,2224,0.057287,0.116442,normal
6,4524,0.056248,0.170301,normal
6,3354,0.054251,0.218661,normal
6,3242,0.060124,0.359881,normal
11,5207,0.058313,1.853398,normal
35,36722,1.3E-05,2.832366,normal
6,3322,0.056929,0.230005,normal
6,3098,0.062807,0.252595,normal
25,13501,0.059903,47.848618,normal
6,3242,0.060829,0.245083,normal
12,6788,0.05682,12.153833,normal
5,2650,0.056073,0.223353,normal
22,23141,0.000248,0.739957,normal
5,1642,0.062823,0.247716,normal
24,21371,0.007827,0.493747,normal
12,5280,0.055788,34.545372,normal
16,17220,0.000224,0.187228,normal
30,12763,0.057997,32.790938,normal
6,3386,0.059273,0.240085,normal
23,19687,0.054038,25.931004,normal
10,4500,0.06065,25.348145,normal
9,4888,0.060452,0.366796,normal
3,697,0.057267,0.11191,normal
7,2932,0.147741,0.886235,normal
105,48566,0.057206,46.870218,normal
6,2890,0.056176,0.226429,normal
7,2621,0.056458,0.339117,normal
7,2419,0.061466,0.470048,normal
7,4837,0.056779,21.826277,normal
8,3517,0.055729,0.336732,normal
26,17350,0.056364,14.085518,normal
10,5778,0.05574,0.227384,normal
6,3322,0.061168,0.245105,normal
29,22139,0.055071,3.588511,normal
8,3719,0.172778,1.039613,normal
14,18432,4E-06,0.454303,normal
5,2698,0.05674,0.225117,normal
5,990,0.221296,0.88302,normal
17,9421,0.203492,42.663862,normal
6,2890,0.200713,0.808592,normal
5,2570,0.253409,1.013766,normal
20,11907,0.218237,16.998264,normal
17,7437,0.22558,18.231393,normal
6,2970,0.14731,0.591764,normal
16,16814,5E-06,0.47909,normal
2,1733,0.068265,0.068265,normal
5,2650,0.154302,0.614344,normal
11,4777,0.144926,2.183973,normal
5,2762,0.174455,0.701747,normal
49,52928,5E-06,27.873857,normal
11,8817,1.1E-05,0.743428,normal
6,3050,0.168524,0.676583,normal
193,232215,4E-06,19.191236,normal
21,15588,0.000264,3.623052,normal
17,17481,5E-06,0.830856,normal
44,40435,6E-06,36.741075,normal
11,9413,0.000216,0.369208,normal
2,1629,0.172259,0.172259,normal
52,61320,5E-06,11.408314,normal
6,3002,0.158954,0.637322,normal
22,20397,4E-06,20.578136,normal
10,4783,0.15822,0.793894,normal
11,7259,0.000251,9.05418,normal
5,2682,0.187563,0.746443,normal
18,13577,0.153632,43.345464,normal
5,3159,0.000309,0.169724,normal
6,4534,3E-06,0.161434,normal
24,23307,1E-05,35.381865,normal
6,3951,8E-06,0.242003,normal
29,13464,0.161409,41.854388,normal
6,3018,0.198878,0.918255,normal
6,3018,0.059688,0.246089,normal
5,2650,0.056013,0.225005,normal
6,3002,0.0617,0.24931,normal
7,4392,0.056712,0.226441,normal
15,6014,0.061258,25.007223,normal
2,1524,0.05458,0.05458,normal
12,6052,0.056759,30.753421,normal
6,2523,0.059569,0.24047,normal
17,11500,0.0563,0.924713,normal
8,4150,0.058713,0.451536,normal
5,1338,0.059138,0.236193,normal
20,21829,4E-06,0.45344,normal
18,17758,0.09831,1.403413,normal
23,15205,0.157443,2.590229,normal
169,197394,4E-06,31.898692,normal
84,97414,4E-06,27.271509,normal
18,17404,8E-06,0.793193,normal
81,103525,0.000241,6.392925,normal
10,6357,4.3E-05,31.584561,normal
13,6637,0.062992,27.696887,normal
6,3114,0.059408,0.238667,normal
6,3034,0.060752,0.244823,normal
6,2874,0.056618,0.228969,normal
5,2778,0.060778,0.371171,normal
6,1008,0.061225,0.187804,normal
6,2378,0.056122,0.226082,normal
13,6637,0.06325,46.038674,normal
113,40268,0.058912,43.381108,normal
3,1272,0.064483,0.12282,normal
6,3002,0.060652,0.244469,normal
23,9253,0.060363,6.9092,normal
7,2724,0.056709,0.484297,normal
5,2682,0.057439,0.227088,normal
10,7204,0.055081,0.33707,normal
5,2634,0.061882,0.365824,normal
50,16420,0.057143,31.941153,normal
10,7028,0.060073,0.364767,normal
8,3675,0.061975,0.25095,normal
5,926,0.057336,0.229338,normal
8,4177,0.058047,0.461666,normal
6,2514,0.060219,0.242532,normal
9,3102,0.060682,0.483459,normal
26,12525,0.0563,26.259353,normal
