No. of pkts,No. of Bytes,Iat,Duration,Label
16,6717,0.060322,35.305258,normal
82,90413,6E-06,4.885507,normal
119,128157,6E-06,24.127736,normal
5,2602,0.060675,0.243268,normal
105,102593,1.8E-05,43.183727,normal
38,49513,5E-06,0.475056,normal
3,2166,0.061207,0.061208,normal
83,82353,1.3E-05,40.019377,normal
3,2105,0.055286,0.055287,normal
120,109662,0.000262,31.522839,normal
26,18995,0.000201,7.982475,normal
68,70125,7E-06,33.834144,normal
13,5467,0.060395,7.028196,normal
12,6106,0.055465,16.732756,normal
8,3540,0.055384,0.33402,normal
59,65636,5E-06,22.58135,normal
135,129573,2.2E-05,23.641781,normal
5,2810,0.060975,0.244678,normal
63,37982,0.058278,17.752687,normal
48,59117,3E-06,0.535103,normal
4,2451,0.05951,0.119136,normal
31,28490,0.055301,5.464234,normal
49,40117,0.054869,18.068188,normal
8,3084,0.060303,0.36471,normal
6,3338,0.055844,0.224065,normal
31,15292,0.053875,26.256853,normal
132,133807,6E-06,31.65842,normal
32,13671,0.056038,34.559887,normal
117,105147,0.001996,22.281258,normal
24,10679,0.05688,14.549474,normal
124,135116,5E-06,26.786516,normal
6,3050,0.056823,0.232029,normal
81,86156,5E-06,2.410854,normal
5,2650,0.06033,0.241248,normal
47,57645,5E-06,0.626406,normal
24,17398,0.055896,25.225006,normal
78,84747,6E-06,24.917054,normal
108,107464,6E-06,13.851012,normal
161,172129,5E-06,18.232985,normal
32,36708,4E-06,0.644524,normal
5,2810,0.055685,0.224358,normal
65,63404,1.5E-05,17.730238,normal
89,83639,0.000271,20.173143,normal
32,27736,3.9E-05,1.399927,normal
89,89057,6E-06,10.961942,normal
81,96011,4E-06,34.575761,normal
22,21119,6E-06,0.447054,normal
24,9899,0.060743,34.78894,normal
40,32623,0.055331,11.052947,normal
64,71578,5E-06,24.920935,normal
72,85659,4E-06,16.465772,normal
52,47330,0.00027,10.834635,normal
127,134743,6E-06,36.547184,normal
119,87753,0.003801,27.826067,normal
71,61530,0.053778,19.847244,normal
41,28323,0.05496,4.342611,normal
5,3151,1.7E-05,0.061552,normal
35,33799,0.000269,22.557969,normal
43,42993,6E-06,8.963954,normal
26,18328,0.054982,34.553511,normal
6,2954,0.054074,0.218439,normal
8,3427,0.060629,0.489309,normal
32,34877,1.1E-05,0.904871,normal
37,33049,0.00027,1.054696,normal
68,72712,6E-06,15.450515,normal
6,3066,0.058877,0.236985,normal
5,2618,0.061961,0.248747,normal
116,102092,0.007896,15.279481,normal
36,19161,0.056639,43.742327,normal
86,72789,0.05479,42.213935,normal
36,26494,0.055229,16.920871,normal
60,57623,1.3E-05,3.83105,normal
132,136941,7E-06,22.650554,normal
117,136081,5E-06,26.918898,normal
105,97256,0.000138,27.701251,normal
34,31673,1.9E-05,35.222086,normal
6,2954,0.056276,0.22695,normal
119,120925,7E-06,41.167433,normal
6,2906,0.056514,0.226856,normal
6,3002,0.060248,0.242434,normal
5,1359,0.06093,0.242688,normal
10,2961,0.058489,0.553896,normal
5,2858,0.055768,0.223526,normal
5,1642,0.059733,0.240416,normal
5,1674,0.061017,0.244578,normal
11,4263,0.05904,11.840969,normal
11,4154,0.060431,5.882688,normal
11,2838,0.058673,0.416702,normal
11,4026,0.061009,0.9459,normal
6,2953,0.060358,0.240552,normal
6,3018,0.055194,0.223409,normal
11,3569,0.059705,0.80332,normal
8,3654,0.205573,1.238117,normal
5,1164,0.154101,0.615511,normal
39,54212,5E-06,16.280615,normal
6,2874,0.1595,0.640285,normal
59,74710,4E-06,0.564455,normal
207,242673,6E-06,43.575651,normal
49,20371,0.059364,34.673942,normal
20,16102,0.05421,5.718729,normal
174,193115,4E-06,44.523492,normal
92,96988,7E-06,11.780987,normal
16,7276,0.055515,26.218911,normal
6,3098,0.059853,0.241432,normal
6,2986,0.054839,0.2201,normal
25,15897,0.054724,13.863158,normal
6,3210,0.055996,0.226088,normal
52,64274,5E-06,0.565042,normal
47,41316,0.054532,24.68773,normal
181,180253,7E-06,26.109577,normal
6,3050,0.055078,0.223035,normal
6,3290,0.056589,0.227271,normal
6,2938,0.057313,0.368721,normal
6,3002,0.060018,0.348961,normal
171,199414,5E-06,46.631258,normal
6,2954,0.061353,0.247273,normal
118,112482,1.7E-05,36.48624,normal
6,3210,0.061185,0.246958,normal
6,3082,0.055146,0.221926,normal
54,40321,0.05559,26.706247,normal
77,75932,1.6E-05,14.7738,normal
38,34287,3.9E-05,18.449715,normal
99,98174,1.2E-05,33.572156,normal
300,373089,6E-06,22.513209,normal
6,3306,0.055543,0.223492,normal
114,134911,5E-06,32.311851,normal
159,165551,8E-06,19.940806,normal
139,162376,5E-06,14.159609,normal
227,270122,5E-06,29.94221,normal
189,219593,5E-06,45.866363,normal
117,129131,6E-06,15.204809,normal
6,3434,0.062222,0.256106,normal
49,51402,1.2E-05,0.628804,normal
31,27180,0.054167,10.887076,normal
40,35995,1.9E-05,30.758116,normal
81,96745,4E-06,3.297613,normal
32,12981,0.059161,26.426934,normal
6,2874,0.059203,0.239142,normal
92,78981,0.05519,27.972706,normal
89,90682,6E-06,13.101227,normal
41,25865,0.059663,24.332788,normal
8,4090,0.059129,0.358177,normal
37,14296,0.056734,17.937158,normal
6,3274,0.06069,0.243796,normal
56,46366,0.055576,35.858979,normal
5,2666,0.060248,0.241684,normal
37,35459,4.1E-05,7.835827,normal
5,2810,0.057107,0.230098,normal
91,95693,1.6E-05,25.522686,normal
16,7406,0.055888,6.114979,normal
6,2922,0.055922,0.22518,normal
24,18393,0.05664,20.964995,normal
70,43334,0.05698,39.692646,normal
9,4750,0.060121,0.363891,normal
156,169582,5E-06,35.995041,normal
160,181844,4E-06,1.480477,normal
46,39658,0.053676,10.388175,normal
98,111268,4E-06,28.456066,normal
65,51141,0.054734,26.056479,normal
46,56241,4E-06,0.566564,normal
274,311164,4E-06,39.640126,normal
88,90705,6E-06,9.028032,normal
32,29256,0.000143,2.024647,normal
73,69078,4.6E-05,29.127457,normal
69,65172,5.6E-05,9.857313,normal
40,17567,0.058528,40.275514,normal
6,3450,0.060598,0.248681,normal
134,154074,4E-06,7.830179,normal
5,2618,0.054791,0.219939,normal
40,17101,0.039739,36.545741,normal
96,108573,4E-06,40.333196,normal
83,81894,1.1E-05,21.960045,normal
16,7429,0.055551,26.096028,normal
116,117891,2E-05,30.855617,normal
5,2602,0.056565,0.226946,normal
86,84953,9E-06,14.421571,normal
5,2762,0.056285,0.225289,normal
164,197888,5E-06,25.762139,normal
92,87800,1.8E-05,24.689492,normal
47,47429,1.8E-05,10.366397,normal
74,77679,5E-06,37.275095,normal
59,51262,7.3E-05,18.256731,normal
128,98542,0.054655,36.446677,normal
49,43773,0.054325,26.585412,normal
23,15765,0.056463,1.350019,normal
84,96787,4E-06,41.847516,normal
52,46576,0.000247,17.415526,normal
3,2165,0.177459,0.177461,normal
81,97492,4E-06,12.885083,normal
100,105760,5E-06,14.725162,normal
6,3002,0.055321,0.224282,normal
124,132534,7E-06,42.121599,normal
78,69000,0.054431,17.429508,normal
6,3050,0.060294,0.243018,normal
47,57757,5E-06,0.802141,normal
34,31267,1.9E-05,27.588404,normal
4,1431,0.060817,0.182544,normal
11,7366,0.055475,0.340273,normal
3,2076,0.060225,0.060226,normal
47,35640,0.058748,20.47221,normal
27,15107,0.059729,21.866631,normal
68,54734,0.055478,45.326377,normal
249,277099,6E-06,34.218012,normal
63,62938,1.7E-05,33.892234,normal
177,202369,4E-06,42.565057,normal
8,4134,0.060088,0.365764,normal
78,64829,0.027087,35.689091,normal
6,3511,0.062245,6.735695,normal
67,76918,5E-06,9.317882,normal
2,578,0.059963,0.059963,normal
13,9759,0.054271,0.449203,normal
115,128991,5E-06,22.033041,normal
7,3400,0.031028,0.217225,normal
8,3328,0.056037,0.337523,normal
35,25451,0.0533,28.632834,normal
24,16785,0.059159,26.852683,normal
9,6586,6E-06,0.117352,normal
105,99128,1.8E-05,46.708041,normal
6,3130,0.055752,0.225369,normal
50,62406,4E-06,0.628577,normal
52,68891,4E-06,0.502357,normal
56,65059,7E-06,15.491566,normal
11,5044,0.062114,14.037021,normal
140,155661,6E-06,18.844764,normal
138,144879,6E-06,20.68501,normal
6,3354,0.060962,0.246827,normal
18,7057,0.059442,42.535333,normal
3,1943,0.060355,0.060356,normal
49,26004,0.054575,38.296613,normal
16,6469,0.05974,3.79399,normal
58,54466,2.1E-05,30.927934,normal
6,2906,0.060387,0.244053,normal
79,77079,1.4E-05,25.647799,normal
33,37694,5E-06,1.042847,normal
70,71598,6E-06,12.070494,normal
13,12596,5E-06,0.481653,normal
105,122192,6E-06,12.403516,normal
51,54010,6E-06,43.472647,normal
251,265608,7E-06,19.311605,normal
216,236071,5E-06,43.194342,normal
105,126755,4E-06,13.559825,normal
133,136804,6E-06,43.399522,normal
20,17695,0.055751,7.16836,normal
93,115768,4E-06,1.991617,normal
6,2012,0.056196,0.224737,normal
11,3898,0.058899,6.793586,normal
6,2047,0.06016,0.245355,normal
5,918,0.060194,0.240128,normal
10,2962,0.060534,0.547935,normal
6,1993,0.055047,0.220699,normal
5,1674,0.060382,0.239504,normal
5,992,0.0599,0.238584,normal
16,4509,0.056378,0.810551,normal
5,992,0.055826,0.222493,normal
77,81125,1.1E-05,1.652395,normal
108,129690,4E-06,31.222113,normal
105,126697,4E-06,10.819335,normal
62,69808,8E-06,1.129978,normal
20,18244,0.000267,0.558293,normal
20,25981,4E-06,0.183131,normal
5,2730,0.061189,0.241921,normal
6,3162,0.055677,0.226116,normal
6,3050,0.055253,0.223619,normal
6,2874,0.059902,0.241649,normal
61,60104,1.4E-05,18.725827,normal
42,35741,0.007031,12.722489,normal
20,14403,0.054454,18.390587,normal
100,126210,4E-06,17.953231,normal
38,38288,1.5E-05,21.978589,normal
25,30247,5E-06,7.015126,normal
4,1394,0.061512,0.399526,normal
65,63548,1E-05,17.078863,normal
3,2164,0.05511,0.055111,normal
111,126360,4E-06,37.235533,normal
76,60558,0.043831,44.076941,normal
65,84059,4E-06,0.788221,normal
3,1726,0.057826,0.11349,normal
39,51382,8E-06,1.090387,normal
123,131495,8E-06,42.92617,normal
39,38162,2.3E-05,43.252188,normal
17,7676,0.055777,9.376962,normal
94,98555,6E-06,12.494315,normal
34,29538,0.054552,9.804195,normal
11,5287,0.061461,44.335818,normal
199,221581,6E-06,20.355613,normal
145,169990,6E-06,45.056923,normal
5,1642,0.059141,0.237884,normal
61,79378,3E-06,0.325823,normal
3,1859,0.058381,0.114959,normal
87,108835,4E-06,36.999618,normal
27,29367,7E-06,0.367558,normal
6,3322,0.056183,0.227593,normal
33,31175,1.9E-05,0.968723,normal
111,116673,8E-06,25.383557,normal
7,2372,0.160286,0.990681,normal
48,20857,0.054577,3.141386,normal
113,105395,0.017594,47.792592,normal
32,37209,3E-06,0.508077,normal
11,7390,0.060326,0.367452,normal
55,54108,1.5E-05,9.191489,normal
108,119244,5E-06,48.376827,normal
51,55383,6E-06,12.213322,normal
220,262632,4E-06,23.180219,normal
108,110195,4E-06,23.511404,normal
53,42464,0.059114,28.311291,normal
41,42119,5E-06,21.992451,normal
28,23734,0.059601,21.630624,normal
79,95549,5E-06,4.304277,normal
6,3002,0.060123,0.242202,normal
135,165411,4E-06,15.073307,normal
63,71002,5E-06,19.134742,normal
36,26579,0.055308,34.106183,normal
125,115507,2.7E-05,44.550632,normal
63,61445,2.5E-05,2.910862,normal
10,6904,0.058882,0.386797,normal
26,12924,0.040962,23.463191,normal
40,40328,1.3E-05,2.7514,normal
73,86141,5E-06,34.261964,normal
68,74148,6E-06,40.614267,normal
15,5678,0.058281,34.915857,normal
124,114259,0.054575,36.305993,normal
6,3258,0.060876,0.245465,normal
6,3018,0.060284,0.243336,normal
6,3034,0.059588,0.241305,normal
25,18309,0.060187,22.953727,normal
115,111721,1.8E-05,31.447904,normal
6,2970,0.061171,0.24689,normal
6,3258,0.056193,0.226692,normal
49,45451,0.000133,4.652713,normal
232,260698,5E-06,28.357616,normal
5,2826,0.056538,0.226951,normal
41,40959,7E-06,24.280062,normal
43,42941,1.7E-05,2.747253,normal
134,158732,9E-06,11.478705,normal
40,47897,4E-06,0.738068,normal
198,223771,5E-06,30.554132,normal
43,36328,0.01737,30.33448,normal
69,74484,7E-06,33.192486,normal
5,2634,0.05737,0.228413,normal
93,101010,6E-06,25.031631,normal
143,143340,1.3E-05,42.98029,normal
170,181508,7E-06,33.554533,normal
167,176850,1.2E-05,6.816293,normal
140,170147,6E-06,21.328165,normal
10,6132,0.0596,0.45618,normal
11,7573,0.060428,0.369417,normal
73,87041,4E-06,1.176902,normal
6,3098,0.056017,0.226686,normal
164,199118,4E-06,12.465302,normal
119,134611,6E-06,30.3475,normal
105,113329,8E-06,7.673275,normal
168,202340,6E-06,7.054007,normal
50,45842,0.028979,39.407121,normal
104,106842,1.3E-05,38.067943,normal
113,103265,0.000131,38.152918,normal
12,8970,0.059144,0.364579,normal
5,2826,0.05609,0.225631,normal
44,38406,0.054566,42.260612,normal
24,14998,0.056833,31.900782,normal
90,94279,5E-06,29.349516,normal
35,41009,4E-06,0.556733,normal
106,115152,5E-06,46.402476,normal
10,2956,0.05837,0.542922,normal
11,4981,0.059988,23.879023,normal
5,2794,0.055111,0.221115,normal
6,2986,0.060231,0.242265,normal
71,65592,9.8E-05,6.696024,normal
49,45206,3.2E-05,25.778907,normal
67,65228,5.8E-05,22.053613,normal
2,1791,0.0598,0.0598,normal
164,203478,4E-06,2.916679,normal
36,31410,0.054329,22.781148,normal
48,51129,5E-06,13.710671,normal
34,16787,0.055834,33.490641,normal
77,72466,2.5E-05,21.807641,normal
171,183870,7E-06,22.831941,normal
84,93773,5E-06,36.343648,normal
180,205924,5E-06,8.951106,normal
135,139472,8E-06,37.603167,normal
12,5844,0.060457,20.097369,normal
8,2926,0.060083,0.362434,normal
46,48569,6E-06,25.227467,normal
16,7648,0.055158,6.581048,normal
63,65119,7E-06,28.841241,normal
20,17019,0.000149,10.041253,normal
119,123251,1E-05,25.953167,normal
61,69400,3E-06,36.519467,normal
87,88254,1.2E-05,10.541426,normal
19,21860,5E-06,0.523968,normal
78,93649,4E-06,7.051717,normal
111,114858,1.5E-05,21.710616,normal
143,167934,6E-06,14.080807,normal
47,48722,2.1E-05,28.422364,normal
28,31987,6E-06,0.555268,normal
125,145375,4E-06,4.772599,normal
163,178364,5E-06,41.023988,normal
98,113458,4E-06,18.060163,normal
146,152658,5E-06,45.378249,normal
3,2061,0.059725,0.059726,normal
52,44027,0.05484,10.933293,normal
18,17203,0.00024,0.656419,normal
54,67870,5E-06,0.689652,normal
78,81225,6E-06,7.711017,normal
70,82421,6E-06,24.264982,normal
176,204861,4E-06,40.561048,normal
73,86838,4E-06,23.468967,normal
10,6772,0.057441,6.643961,normal
52,55053,5E-06,14.534565,normal
37,36491,2E-05,0.815879,normal
153,179886,4E-06,23.473586,normal
30,23073,0.042595,35.700434,normal
91,109877,3E-06,0.895139,normal
37,43049,5E-06,0.693299,normal
16,6518,0.05527,5.216512,normal
70,75082,4E-06,24.197704,normal
51,48593,1.9E-05,39.378728,normal
16,11566,0.01408,4.934888,normal
9,5555,0.060177,0.425729,normal
5,2570,0.060608,0.242398,normal
82,82852,7E-06,25.246941,normal
66,51417,0.054228,26.323941,normal
53,58152,7E-06,1.160357,normal
98,103883,6E-06,20.395332,normal
8,3554,0.060782,0.365574,normal
147,165677,6E-06,39.7852,normal
165,204061,4E-06,4.296395,normal
84,87697,1.4E-05,25.208757,normal
113,135772,5E-06,4.676987,normal
14,4992,0.056027,20.732248,normal
20,20540,6E-06,0.407719,normal
16,5474,0.05776,2.374827,normal
103,119469,5E-06,11.997382,normal
260,310828,5E-06,36.416647,normal
57,63899,8E-06,10.732048,normal
76,76230,7E-06,28.362818,normal
26,26226,3.3E-05,15.1959,normal
5,3281,0.000257,0.175073,normal
50,32710,0.161164,14.557545,normal
52,37497,0.163025,32.343678,normal
7,2552,0.06321,0.541078,normal
22,22765,1.9E-05,0.508293,normal
5,1674,0.055945,0.224622,normal
16,6709,0.115106,1.676539,normal
11,5135,0.163785,1.31311,normal
7,3746,0.192037,0.769002,normal
37,23624,0.163067,14.265008,normal
90,75490,0.15359,38.414609,normal
39,46048,4.9E-05,1.925141,normal
56,60780,7E-06,23.461655,normal
142,168365,5E-06,30.222292,normal
50,62882,5E-06,1.519655,normal
70,82586,6E-06,3.906874,normal
10,4611,0.146478,1.788575,normal
5,3459,2.4E-05,0.056401,normal
6,2970,0.059843,0.241354,normal
2,1911,0.070027,0.070027,normal
8,3988,0.148772,0.609014,normal
6,3770,0.195858,0.784684,normal
2,1850,0.172534,0.172534,normal
31,10656,0.236865,36.288907,normal
6,3258,0.200051,0.883591,normal
62,49140,0.190681,7.816389,normal
6,3178,0.19464,0.779925,normal
58,47856,0.201028,7.141472,normal
9,3101,0.199084,1.591639,normal
58,45754,0.195094,7.622537,normal
59,48346,0.19161,7.446981,normal
58,46778,0.190089,6.935419,normal
5,1674,0.187924,0.831016,normal
6,3434,0.1884,0.75702,normal
68,53102,0.190133,33.438104,normal
51,40246,0.180466,6.246103,normal
69,56238,0.194134,8.111008,normal
6,3434,0.197618,0.913584,normal
10,5822,0.180368,1.766031,normal
55,44352,0.209483,7.757403,normal
60,47386,0.21102,7.879125,normal
2,859,0.200759,0.200759,normal
13,6002,0.19259,2.447808,normal
2,1666,0.190531,0.190531,normal
39,14183,0.05545,37.873326,normal
41,12653,0.00111,43.683195,normal
6,3242,0.1549,0.622788,normal
29,16259,0.058639,39.319809,normal
38,18204,0.224126,37.813431,normal
13,5726,0.14335,21.564965,normal
6,3194,0.171693,0.689006,normal
8,4468,0.201562,1.211524,normal
17,13426,0.185047,1.6798,normal
66,53438,0.188483,16.152859,normal
6,3450,0.211327,0.84538,normal
5,1642,0.224529,0.888282,normal
3,2092,0.056675,0.056676,normal
26,18776,0.052518,39.041466,normal
13,11060,0.163437,1.208692,normal
26,9810,0.246,27.619041,normal
6,3066,0.162616,0.651156,normal
8,4804,0.16439,1.069372,normal
5,2458,0.154386,0.616515,normal
202,254130,8E-06,3.947523,normal
5,927,0.189956,0.760264,normal
5,2490,0.175973,0.704478,normal
6,2906,0.190088,0.890767,normal
37,35697,1.4E-05,35.381588,normal
5,2650,0.161323,0.841938,normal
20,25761,0.000258,0.78887,normal
6,2890,0.173237,0.694253,normal
59,78788,4E-06,1.650882,normal
8,4280,0.16261,0.655398,normal
10,3656,0.16347,2.82459,normal
7,5423,0.163969,0.496074,normal
27,23654,1.9E-05,30.095049,normal
6,2938,0.16751,0.672258,normal
22,21384,6E-06,33.70466,normal
5,2810,0.202911,0.811941,normal
44,52842,4E-06,27.849071,normal
12,10454,0.156043,9.708028,normal
5,2762,0.151646,0.60711,normal
26,27883,3E-06,0.927318,normal
17,5536,0.157359,23.217751,normal
8,3859,0.180875,0.72816,normal
5,1023,0.05615,0.224092,normal
5,1240,0.05857,0.233348,normal
20,20827,1.3E-05,0.394866,normal
36,24286,0.055024,40.045235,normal
10,8722,2.1E-05,0.231073,normal
5,2842,0.05571,0.2233,normal
12,5844,0.056491,26.13007,normal
6,3290,0.055811,0.22558,normal
5,1980,0.0608,0.241305,normal
10,2431,0.060676,0.539375,normal
3,1469,0.055816,0.110116,normal
15,5814,0.05716,30.937649,normal
6,2630,0.059943,0.240713,normal
6,3029,0.06006,0.240978,normal
12,10260,0.056668,0.424578,normal
5,1023,0.06141,0.245901,normal
5,1610,0.055043,0.221325,normal
4,2411,0.055818,0.113404,normal
10,6452,0.056651,2.734536,normal
12,10527,0.057749,0.59446,normal
6,3162,0.059121,0.237833,normal
11,3678,0.056561,12.993777,normal
11,4018,0.059428,0.841146,normal
24,21180,0.030022,0.896778,normal
5,1023,0.056315,0.231915,normal
5,2858,0.057515,0.232238,normal
29,35851,4E-06,0.29836,normal
12,10378,0.055949,0.539772,normal
5,1240,0.059536,0.237759,normal
22,21336,2.4E-05,10.182908,normal
5,1219,0.062412,0.24805,normal
17,18410,5E-06,0.185741,normal
6,2065,0.060875,0.387981,normal
6,3146,0.055309,0.222762,normal
24,29720,6E-06,0.181048,normal
6,2029,0.054075,0.216635,normal
21,22143,0.000258,36.418002,normal
2,1665,0.056744,0.056744,normal
31,21185,0.041987,26.048326,normal
6,3050,0.059365,0.239601,normal
5,3455,8.3E-05,0.258959,normal
5,1674,0.060194,0.241794,normal
34,36952,5E-06,37.753118,normal
16,7817,0.055437,26.656572,normal
20,21859,6.1E-05,36.450511,normal
10,1969,0.059813,0.53835,normal
7,2692,0.059888,0.360935,normal
5,2997,2.5E-05,0.161849,normal
6,3242,0.060044,0.242606,normal
85,78902,2E-05,28.262004,normal
32,19144,0.15421,43.54176,normal
80,81558,6E-06,32.896535,normal
5,2618,0.17843,0.714762,normal
5,2586,0.14823,0.593276,normal
6,2938,0.056888,0.229106,normal
6,2040,0.054721,0.219659,normal
5,1333,0.059583,0.350918,normal
5,2746,0.057317,0.229951,normal
5,1021,0.062507,0.247701,normal
12,11471,0.002285,12.337038,normal
2,1707,0.108103,0.108103,normal
18,15623,0.033952,0.531453,normal
5,2842,0.061267,0.365551,normal
5,1642,0.060225,0.241654,normal
42,37043,0.003298,0.835729,normal
5,1302,0.061857,0.246777,normal
6,2906,0.056153,0.226164,normal
18,15597,0.014609,0.601287,normal
5,2730,0.057068,0.228268,normal
5,2746,0.055951,0.223734,normal
2,1609,0.053557,0.053557,normal
30,26188,0.022987,0.688753,normal
5,2858,0.059654,0.238895,normal
24,20953,0.033251,0.673262,normal
5,2634,0.061078,0.244896,normal
11,3929,0.055683,10.035011,normal
4,1521,0.056166,0.665386,normal
6,3178,0.059847,0.241455,normal
6,2922,0.056633,0.227765,normal
24,21140,0.015251,0.592497,normal
33,23621,0.056211,32.267103,normal
5,3308,0.00016,0.057178,normal
30,25969,0.018302,0.820431,normal
36,31343,0.009766,0.770449,normal
30,26164,0.012354,0.945293,normal
18,15875,0.02106,0.391404,normal
45,44487,0.000255,22.377719,normal
11,3037,0.061048,0.555479,normal
6,2890,0.055532,0.224902,normal
48,41736,0.009288,0.819684,normal
36,40727,3E-06,0.957188,normal
10,2244,0.057585,0.52207,normal
6,4725,0.055887,0.389627,normal
11,2771,0.057076,0.410354,normal
10,9740,0.000254,0.168725,normal
5,2442,0.055566,0.222752,normal
12,10510,0.06073,0.560567,normal
29,37874,4E-06,0.363974,normal
12,5383,0.055499,3.691208,normal
6,3197,0.061647,2.606291,normal
5,940,0.056091,0.222737,normal
5,2794,0.064724,0.25596,normal
12,4899,0.060039,15.646128,normal
6,1991,0.054905,0.219442,normal
10,9820,6E-06,0.165969,normal
37,16569,0.058069,28.702617,normal
3,1912,0.055717,0.055718,normal
10,3007,0.058031,0.51949,normal
5,1023,0.055929,0.223247,normal
10,9796,0.003074,0.183934,normal
17,6346,0.056531,34.304149,normal
6,3226,0.060697,0.244523,normal
9,3726,0.060283,0.483389,normal
31,26210,0.008594,0.840931,normal
5,1023,0.06093,0.242086,normal
5,1023,0.061235,0.245253,normal
6,2954,0.055473,0.223911,normal
6,4753,0.054758,0.16969,normal
6,2067,0.060714,0.244499,normal
6,2938,0.056535,0.334,normal
276,326962,8E-06,45.988073,normal
6,2786,0.063571,0.263541,normal
12,11468,0.002044,4.951459,normal
5,1062,0.056895,0.228176,normal
6,3306,0.055986,0.231103,normal
6,3082,0.054439,0.219445,normal
3,2161,0.06146,0.061461,normal
11,4018,0.060011,0.718545,normal
30,39438,4E-05,0.334519,normal
5,2682,0.060592,0.241036,normal
7,3746,0.058159,0.292391,normal
15,5990,0.059452,11.800188,normal
15,11143,0.056678,7.142758,normal
35,39093,2.5E-05,36.104797,normal
5,3121,0.000266,0.062984,normal
5,3143,0.000241,0.062484,normal
36,38704,1.6E-05,24.459097,normal
9,4288,0.059078,3.275065,normal
4,2024,0.053557,0.401076,normal
13,6335,0.054689,1.953802,normal
6,2890,0.061065,0.246945,normal
20,21821,1.4E-05,44.015653,normal
3,1961,0.059965,0.059966,normal
6,2970,0.055195,0.222665,normal
5,2618,0.061281,0.243821,normal
5,2730,0.05767,0.40617,normal
50,45595,6E-06,26.481674,normal
8,3579,0.060136,0.243636,normal
6,3210,0.056285,0.282802,normal
10,9816,0.000263,0.16848,normal
448,543324,5E-06,41.964118,normal
102,81001,0.029481,39.363676,normal
5,1292,0.059796,0.238326,normal
5,1006,0.060663,0.242811,normal
2,731,0.060629,0.060629,normal
6,3050,0.059728,0.241213,normal
58,63535,5E-06,1.746965,normal
5,1534,0.062257,0.255769,normal
34,31270,0.000254,26.720391,normal
6,2874,0.061195,0.246569,normal
11,4660,0.06067,20.790127,normal
34,41441,5E-06,1.442384,normal
58,76407,8E-06,0.973712,normal
5,2634,0.164533,0.656482,normal
138,146138,6E-06,31.461327,normal
30,33451,1.3E-05,1.590997,normal
82,88269,6E-06,40.106544,normal
8,3960,0.162322,0.976194,normal
27,24191,4E-06,9.45918,normal
23,19945,9E-06,44.285368,normal
65,66751,5E-06,43.871694,normal
11,5652,0.1576,4.492452,normal
97,34760,0.165283,43.837,normal
44,26743,0.013109,23.79903,normal
30,13435,0.16546,36.286786,normal
98,96040,1.1E-05,43.818116,normal
74,42975,0.05915,43.959817,normal
6,3226,0.060358,0.243627,normal
18,9012,0.059135,25.447867,normal
21,18313,0.000269,0.527526,normal
30,26307,0.005672,0.828402,normal
3,1299,0.061436,0.121136,normal
5,1021,0.056831,0.227565,normal
12,7913,1.8E-05,8.725894,normal
12,10561,0.055892,0.761649,normal
6,2938,0.055323,0.226484,normal
3,1360,0.062519,0.123243,normal
5,2842,0.055306,0.221195,normal
8,3115,0.055151,0.226012,normal
8,3008,0.056271,11.385474,normal
16,19419,7E-06,0.305138,normal
6,4344,0.059023,0.178654,normal
5,1023,0.055085,0.220232,normal
44,22062,0.058827,26.195327,normal
18,8268,0.05499,25.434909,normal
2,1507,0.059336,0.059336,normal
23,29463,1.4E-05,0.275241,normal
5,2746,0.056223,0.225421,normal
5,2730,0.062088,0.247753,normal
6,3098,0.061714,0.303658,normal
44,21944,0.059457,42.629736,normal
5,1023,0.056414,0.222764,normal
5,1021,0.06029,0.239574,normal
12,9206,0.057309,0.425281,normal
6,2718,0.060509,0.244951,normal
16,5332,0.05933,0.827807,normal
6,3066,0.055569,0.223795,normal
5,975,0.060687,0.122171,normal
6,2970,0.056905,0.228787,normal
33,36357,1.1E-05,16.647862,normal
5,2893,0.055638,0.168032,normal
98,120064,5E-06,8.220405,normal
12,9088,0.003499,0.232338,normal
8,4649,0.061141,16.127848,normal
39,38567,0.000239,29.081429,normal
21,9209,0.055397,43.976963,normal
20,12037,0.016737,0.389489,normal
5,1722,0.059009,0.235332,normal
30,28600,0.000519,40.991497,normal
6,3082,0.060069,0.242406,normal
127,114805,4E-06,31.529739,normal
27,28523,2.4E-05,20.551846,normal
16,7825,0.059525,5.000094,normal
307,365002,5E-06,14.852613,normal
28,24189,0.054761,36.942896,normal
18,20670,0.00024,1.098437,normal
21,20652,2.1E-05,1.539671,normal
5,2342,0.059383,0.179953,normal
6,3066,0.060653,0.244226,normal
12,8289,0.029374,0.308786,normal
14,10999,0.055001,7.120782,normal
6,2394,0.060366,0.24142,normal
14,6388,0.055364,22.582415,normal
20,11205,0.054529,6.050889,normal
3,587,0.057664,0.113216,normal
8,3973,0.060147,0.242747,normal
12,5061,0.055542,15.960742,normal
5,1023,0.061044,0.244262,normal
5,1023,0.06068,0.242466,normal
6,2043,0.060308,0.242263,normal
6,3018,0.060315,0.243557,normal
11,3050,0.057978,0.594586,normal
12,9905,4E-06,0.215607,normal
6,3066,0.053898,0.218153,normal
291,341696,6E-06,48.295965,normal
6,3130,0.059947,0.243297,normal
11,3779,0.058964,0.519881,normal
